Local time,Open,High,Low,Close,Volume
08.07.2016 23:00:00.000 GMT+0200,18136.921,18136.921,18136.921,18136.921,0
09.07.2016 23:00:00.000 GMT+0200,18136.921,18136.921,18136.921,18136.921,0
10.07.2016 23:00:00.000 GMT+0200,18203.888,18284.985,18157.095,18223.810,25.1855
11.07.2016 23:00:00.000 GMT+0200,18238.971,18372.986,18235.544,18348.958,58.312400000000004
12.07.2016 23:00:00.000 GMT+0200,18320.843,18389.498,18312.381,18368.453,21.302300000000002
13.07.2016 23:00:00.000 GMT+0200,18391.407,18559.701,18388.777,18505.450,18.304000000000002
14.07.2016 23:00:00.000 GMT+0200,18480.484,18569.996,18470.641,18513.469,32.652499999999996
15.07.2016 23:00:00.000 GMT+0200,18513.469,18513.469,18513.469,18513.469,0
16.07.2016 23:00:00.000 GMT+0200,18513.469,18513.469,18513.469,18513.469,0
17.07.2016 23:00:00.000 GMT+0200,18532.997,18570.999,18488.930,18528.833,21.910700000000002
18.07.2016 23:00:00.000 GMT+0200,18523.103,18559.368,18480.486,18558.883,13.0334
19.07.2016 23:00:00.000 GMT+0200,18558.934,18637.406,18553.475,18590.926,8.214199999999998
20.07.2016 23:00:00.000 GMT+0200,18600.091,18620.833,18468.575,18514.412,15.6341
21.07.2016 23:00:00.000 GMT+0200,18505.390,18568.000,18490.439,18561.881,23.1735
22.07.2016 23:00:00.000 GMT+0200,18561.881,18561.881,18561.881,18561.881,0
23.07.2016 23:00:00.000 GMT+0200,18561.881,18561.881,18561.881,18561.881,0
24.07.2016 23:00:00.000 GMT+0200,18549.912,18580.691,18451.309,18494.930,7.250299999999999
25.07.2016 23:00:00.000 GMT+0200,18513.661,18517.880,18384.868,18474.877,19.959999999999997
26.07.2016 23:00:00.000 GMT+0200,18512.426,18543.232,18427.990,18472.456,15.004199999999999
27.07.2016 23:00:00.000 GMT+0200,18492.654,18526.483,18365.388,18451.853,21.6095
28.07.2016 23:00:00.000 GMT+0200,18434.179,18467.968,18368.380,18428.399,11.3094
29.07.2016 23:00:00.000 GMT+0200,18428.399,18428.399,18428.399,18428.399,0
30.07.2016 23:00:00.000 GMT+0200,18428.399,18428.399,18428.399,18428.399,0
31.07.2016 23:00:00.000 GMT+0200,18513.617,18522.787,18351.375,18404.810,13.462499999999999
01.08.2016 23:00:00.000 GMT+0200,18418.994,18431.987,18242.538,18312.882,26.510600000000004
02.08.2016 23:00:00.000 GMT+0200,18294.059,18350.932,18258.907,18342.405,11.841800000000001
03.08.2016 23:00:00.000 GMT+0200,18353.412,18405.974,18320.366,18352.802,8.591899999999999
04.08.2016 23:00:00.000 GMT+0200,18369.112,18533.836,18359.409,18530.855,9.0099
05.08.2016 23:00:00.000 GMT+0200,18530.855,18530.855,18530.855,18530.855,0
06.08.2016 23:00:00.000 GMT+0200,18530.855,18530.855,18530.855,18530.855,0
07.08.2016 23:00:00.000 GMT+0200,18535.426,18570.179,18498.200,18527.448,8.373199999999999
08.08.2016 23:00:00.000 GMT+0200,18527.422,18585.251,18502.560,18526.581,26.210300000000007
09.08.2016 23:00:00.000 GMT+0200,18499.324,18561.662,18465.005,18493.363,26.003000000000004
10.08.2016 23:00:00.000 GMT+0200,18528.164,18638.487,18503.977,18610.869,17.337999999999997
11.08.2016 23:00:00.000 GMT+0200,18612.963,18629.930,18531.904,18571.463,16.945800000000006
12.08.2016 23:00:00.000 GMT+0200,18571.463,18571.463,18571.463,18571.463,0
13.08.2016 23:00:00.000 GMT+0200,18571.463,18571.463,18571.463,18571.463,0
14.08.2016 23:00:00.000 GMT+0200,18601.480,18668.024,18589.384,18633.469,10.110500000000002
15.08.2016 23:00:00.000 GMT+0200,18605.383,18621.926,18549.898,18554.377,15.5446
16.08.2016 23:00:00.000 GMT+0200,18568.005,18582.662,18466.150,18568.880,7.784199999999999
17.08.2016 23:00:00.000 GMT+0200,18578.484,18599.683,18527.848,18590.864,28.4816
18.08.2016 23:00:00.000 GMT+0200,18578.036,18586.329,18488.366,18549.970,10.8843
19.08.2016 23:00:00.000 GMT+0200,18549.970,18549.970,18549.970,18549.970,0
20.08.2016 23:00:00.000 GMT+0200,18549.970,18549.970,18549.970,18549.970,0
21.08.2016 23:00:00.000 GMT+0200,18524.445,18579.942,18461.223,18531.340,28.0246
22.08.2016 23:00:00.000 GMT+0200,18543.929,18636.434,18538.559,18549.338,3.4608999999999996
23.08.2016 23:00:00.000 GMT+0200,18532.059,18564.262,18449.682,18490.474,10.873900000000003
24.08.2016 23:00:00.000 GMT+0200,18501.984,18504.310,18429.305,18461.368,18.061299999999996
25.08.2016 23:00:00.000 GMT+0200,18468.960,18573.300,18331.926,18401.312,26.541700000000002
26.08.2016 23:00:00.000 GMT+0200,18401.312,18401.312,18401.312,18401.312,0
27.08.2016 23:00:00.000 GMT+0200,18401.312,18401.312,18401.312,18401.312,0
28.08.2016 23:00:00.000 GMT+0200,18397.929,18523.967,18373.079,18502.829,16.760300000000004
29.08.2016 23:00:00.000 GMT+0200,18498.911,18520.854,18406.650,18456.413,23.2681
30.08.2016 23:00:00.000 GMT+0200,18445.468,18452.969,18329.457,18395.436,12.785499999999999
31.08.2016 23:00:00.000 GMT+0200,18438.814,18468.361,18290.470,18410.970,28.406499999999998
01.09.2016 23:00:00.000 GMT+0200,18403.470,18546.470,18387.469,18485.469,33.518699999999995
02.09.2016 23:00:00.000 GMT+0200,18485.469,18485.469,18485.469,18485.469,0
03.09.2016 23:00:00.000 GMT+0200,18485.469,18485.469,18485.469,18485.469,0
04.09.2016 23:00:00.000 GMT+0200,18525.723,18525.970,18470.969,18494.469,15.449900000000001
05.09.2016 23:00:00.000 GMT+0200,18503.470,18552.470,18445.970,18538.469,31.174400000000002
06.09.2016 23:00:00.000 GMT+0200,18526.470,18539.969,18469.469,18517.469,33.1007
07.09.2016 23:00:00.000 GMT+0200,18524.969,18550.970,18442.190,18473.969,16.904600000000006
08.09.2016 23:00:00.000 GMT+0200,18454.370,18460.977,18083.969,18087.469,20.1968
09.09.2016 23:00:00.000 GMT+0200,18087.469,18087.469,18087.469,18087.469,0
10.09.2016 23:00:00.000 GMT+0200,18087.469,18087.469,18087.469,18087.469,0
11.09.2016 23:00:00.000 GMT+0200,17948.970,18356.924,17901.969,18318.469,11.3645
12.09.2016 23:00:00.000 GMT+0200,18250.870,18252.916,18022.470,18065.969,14.8728
13.09.2016 23:00:00.000 GMT+0200,18124.469,18162.201,17988.469,18027.469,8.203000000000001
14.09.2016 23:00:00.000 GMT+0200,18019.107,18247.470,17990.970,18204.969,13.698799999999999
15.09.2016 23:00:00.000 GMT+0200,18173.969,18182.969,18065.469,18114.470,24.9283
16.09.2016 23:00:00.000 GMT+0200,18114.470,18114.470,18114.470,18114.470,0
17.09.2016 23:00:00.000 GMT+0200,18114.470,18114.470,18114.470,18114.470,0
18.09.2016 23:00:00.000 GMT+0200,18201.477,18255.470,18089.469,18118.470,22.433799999999998
19.09.2016 23:00:00.000 GMT+0200,18163.969,18229.969,18127.469,18132.470,19.7378
20.09.2016 23:00:00.000 GMT+0200,18191.469,18304.470,18117.970,18290.469,20.5517
21.09.2016 23:00:00.000 GMT+0200,18285.470,18447.470,18276.470,18382.470,19.1188
22.09.2016 23:00:00.000 GMT+0200,18382.969,18393.969,18252.469,18266.470,9.53
23.09.2016 23:00:00.000 GMT+0200,18266.470,18266.470,18266.470,18266.470,0
24.09.2016 23:00:00.000 GMT+0200,18266.470,18266.470,18266.470,18266.470,0
25.09.2016 23:00:00.000 GMT+0200,18236.470,18249.031,18083.338,18102.969,10.7279
26.09.2016 23:00:00.000 GMT+0200,18207.969,18241.969,18049.470,18229.470,13.7979
27.09.2016 23:00:00.000 GMT+0200,18209.371,18346.970,18178.469,18332.470,13.7385
28.09.2016 23:00:00.000 GMT+0200,18357.982,18366.492,18086.969,18150.470,11.479399999999998
29.09.2016 23:00:00.000 GMT+0200,18124.470,18371.229,18076.970,18302.970,24.8922
30.09.2016 23:00:00.000 GMT+0200,18302.970,18302.970,18302.970,18302.970,0
01.10.2016 23:00:00.000 GMT+0200,18302.970,18302.970,18302.970,18302.970,0
02.10.2016 23:00:00.000 GMT+0200,18312.354,18329.470,18192.970,18255.470,21.4959
03.10.2016 23:00:00.000 GMT+0200,18260.970,18317.648,18108.970,18163.970,20.399099999999997
04.10.2016 23:00:00.000 GMT+0200,18166.470,18315.470,18136.469,18273.969,22.379099999999994
05.10.2016 23:00:00.000 GMT+0200,18274.969,18305.395,18158.469,18265.469,19.6128
06.10.2016 23:00:00.000 GMT+0200,18244.469,18333.969,18145.127,18234.470,23.752799999999997
07.10.2016 23:00:00.000 GMT+0200,18234.470,18234.470,18234.470,18234.470,0
08.10.2016 23:00:00.000 GMT+0200,18234.470,18234.470,18234.470,18234.470,0
09.10.2016 23:00:00.000 GMT+0200,18275.970,18402.969,18254.970,18329.082,21.451500000000003
10.10.2016 23:00:00.000 GMT+0200,18301.830,18330.970,18052.470,18134.970,40.06009999999999
11.10.2016 23:00:00.000 GMT+0200,18162.469,18191.523,18076.469,18140.469,25.412399999999998
12.10.2016 23:00:00.000 GMT+0200,18025.970,18136.469,17954.469,18102.470,22.6998
13.10.2016 23:00:00.000 GMT+0200,18108.470,18263.469,18088.969,18140.469,18.868299999999998
14.10.2016 23:00:00.000 GMT+0200,18140.469,18140.469,18140.469,18140.469,0
15.10.2016 23:00:00.000 GMT+0200,18140.469,18140.469,18140.469,18140.469,0
16.10.2016 23:00:00.000 GMT+0200,18097.469,18164.549,18058.469,18087.470,18.489199999999997
17.10.2016 23:00:00.000 GMT+0200,18142.970,18225.070,18124.970,18153.470,22.2363
18.10.2016 23:00:00.000 GMT+0200,18154.470,18249.470,18113.469,18201.469,18.833099999999998
19.10.2016 23:00:00.000 GMT+0200,18237.469,18250.240,18127.145,18162.970,5.908
20.10.2016 23:00:00.000 GMT+0200,18141.969,18171.982,18045.969,18139.969,11.221899999999998
21.10.2016 23:00:00.000 GMT+0200,18139.969,18139.969,18139.969,18139.969,0
22.10.2016 23:00:00.000 GMT+0200,18139.969,18139.969,18139.969,18139.969,0
23.10.2016 23:00:00.000 GMT+0200,18173.293,18275.470,18170.045,18216.970,26.797899999999995
24.10.2016 23:00:00.000 GMT+0200,18243.818,18253.650,18148.470,18173.470,5.2574
25.10.2016 23:00:00.000 GMT+0200,18147.469,18236.470,18056.438,18200.470,16.9799
26.10.2016 23:00:00.000 GMT+0200,18186.260,18265.355,18147.951,18175.970,6.73
27.10.2016 23:00:00.000 GMT+0200,18177.970,18253.470,18090.568,18167.969,17.265199999999997
28.10.2016 23:00:00.000 GMT+0200,18167.969,18167.969,18167.969,18167.969,0
29.10.2016 23:00:00.000 GMT+0200,18167.969,18167.969,18167.969,18167.969,0
30.10.2016 22:00:00.000 GMT+0100,18226.470,18227.469,18128.537,18145.336,14.634800000000002
31.10.2016 22:00:00.000 GMT+0100,18197.470,18207.367,17937.470,18034.970,9.3908
01.11.2016 22:00:00.000 GMT+0100,17957.469,18044.883,17927.470,17963.473,6.388000000000001
02.11.2016 22:00:00.000 GMT+0100,17957.470,18014.473,17901.469,17932.936,8.5533
03.11.2016 22:00:00.000 GMT+0100,17935.469,17981.920,17881.703,17886.201,9.842399999999998
04.11.2016 22:00:00.000 GMT+0100,17886.201,17886.201,17886.201,17886.201,0
05.11.2016 22:00:00.000 GMT+0100,17886.201,17886.201,17886.201,17886.201,0
06.11.2016 23:00:00.000 GMT+0100,18118.470,18266.470,18103.367,18258.470,11.7865
07.11.2016 23:00:00.000 GMT+0100,18236.470,18402.469,18198.469,18331.470,11.085799999999999
08.11.2016 23:00:00.000 GMT+0100,17725.355,18646.969,17724.965,18589.470,27.118799999999997
09.11.2016 23:00:00.000 GMT+0100,18631.463,18876.861,18628.469,18804.469,13.951400000000001
10.11.2016 23:00:00.000 GMT+0100,18862.970,18882.469,18739.969,18844.969,8.0517
11.11.2016 23:00:00.000 GMT+0100,18844.969,18844.969,18844.969,18844.969,0
12.11.2016 23:00:00.000 GMT+0100,18844.969,18844.969,18844.969,18844.969,0
13.11.2016 23:00:00.000 GMT+0100,18948.970,18970.970,18816.969,18870.562,22.991999999999997
14.11.2016 23:00:00.000 GMT+0100,18878.154,18924.470,18803.559,18920.328,56.307100000000005
15.11.2016 23:00:00.000 GMT+0100,18910.470,18911.970,18823.470,18866.969,18.9274
16.11.2016 23:00:00.000 GMT+0100,18884.470,18901.970,18841.877,18897.969,24.051800000000004
17.11.2016 23:00:00.000 GMT+0100,18893.135,18915.031,18849.740,18866.469,6.634300000000001
18.11.2016 23:00:00.000 GMT+0100,18866.469,18866.469,18866.469,18866.469,0
19.11.2016 23:00:00.000 GMT+0100,18866.469,18866.469,18866.469,18866.469,0
20.11.2016 23:00:00.000 GMT+0100,18891.062,18954.660,18859.307,18946.969,6.617000000000001
21.11.2016 23:00:00.000 GMT+0100,19011.502,19022.470,18959.105,19022.470,18.2525
22.11.2016 23:00:00.000 GMT+0100,19034.960,19081.710,19001.986,19077.970,43.979600000000005
23.11.2016 23:00:00.000 GMT+0100,19079.566,19145.338,19072.860,19139.890,18.236999999999995
24.11.2016 23:00:00.000 GMT+0100,19131.676,19150.037,19117.857,19150.037,23.177599999999998
25.11.2016 23:00:00.000 GMT+0100,19150.037,19150.037,19150.037,19150.037,0
26.11.2016 23:00:00.000 GMT+0100,19150.037,19150.037,19150.037,19150.037,0
27.11.2016 23:00:00.000 GMT+0100,19123.871,19138.969,19069.807,19101.469,18.6672
28.11.2016 23:00:00.000 GMT+0100,19093.469,19142.970,19069.840,19124.969,17.8578
29.11.2016 23:00:00.000 GMT+0100,19125.898,19222.390,19120.520,19139.469,5.7105
30.11.2016 23:00:00.000 GMT+0100,19125.070,19210.426,19124.861,19187.969,7.857100000000001
01.12.2016 23:00:00.000 GMT+0100,19183.470,19198.970,19140.158,19174.470,5.567699999999999
02.12.2016 23:00:00.000 GMT+0100,19174.470,19174.470,19174.470,19174.470,0
03.12.2016 23:00:00.000 GMT+0100,19174.470,19174.470,19174.470,19174.470,0
04.12.2016 23:00:00.000 GMT+0100,19126.572,19281.969,19119.916,19215.470,19.0632
05.12.2016 23:00:00.000 GMT+0100,19215.469,19251.470,19184.361,19248.969,9.4487
06.12.2016 23:00:00.000 GMT+0100,19245.576,19559.463,19221.414,19531.970,6.6738
07.12.2016 23:00:00.000 GMT+0100,19533.970,19664.031,19494.470,19610.969,5.9996
08.12.2016 23:00:00.000 GMT+0100,19628.969,19753.469,19618.970,19751.630,3.9482000000000004
09.12.2016 23:00:00.000 GMT+0100,19751.630,19751.630,19751.630,19751.630,0
10.12.2016 23:00:00.000 GMT+0100,19751.630,19751.630,19751.630,19751.630,0
11.12.2016 23:00:00.000 GMT+0100,19784.998,19820.604,19750.725,19785.970,3.0598
12.12.2016 23:00:00.000 GMT+0100,19804.184,19956.553,19803.904,19904.470,4.7154
13.12.2016 23:00:00.000 GMT+0100,19902.469,19963.969,19746.299,19801.969,11.7083
14.12.2016 23:00:00.000 GMT+0100,19848.470,19949.470,19805.470,19850.969,13.322199999999997
15.12.2016 23:00:00.000 GMT+0100,19878.969,19916.470,19817.470,19839.970,12.7508
16.12.2016 23:00:00.000 GMT+0100,19839.970,19839.970,19839.970,19839.970,0
17.12.2016 23:00:00.000 GMT+0100,19839.970,19839.970,19839.970,19839.970,0
18.12.2016 23:00:00.000 GMT+0100,19896.470,19916.469,19848.010,19886.469,2.5784
19.12.2016 23:00:00.000 GMT+0100,19895.602,19988.465,19892.470,19965.469,1.1858
20.12.2016 23:00:00.000 GMT+0100,19964.469,19985.470,19938.578,19944.470,8.503
21.12.2016 23:00:00.000 GMT+0100,19918.977,19952.795,19884.969,19920.970,4.9379
22.12.2016 23:00:00.000 GMT+0100,19932.970,19942.970,19898.970,19925.469,3.5214000000000003
23.12.2016 23:00:00.000 GMT+0100,19925.469,19925.469,19925.469,19925.469,0
24.12.2016 23:00:00.000 GMT+0100,19925.469,19925.469,19925.469,19925.469,0
25.12.2016 23:00:00.000 GMT+0100,19925.469,19925.469,19925.469,19925.469,0
26.12.2016 23:00:00.000 GMT+0100,19923.969,19975.146,19915.469,19939.470,3.5494999999999997
27.12.2016 23:00:00.000 GMT+0100,19961.969,19977.970,19827.469,19837.469,6.5221
28.12.2016 23:00:00.000 GMT+0100,19835.469,19874.970,19786.470,19820.970,5.012700000000001
29.12.2016 23:00:00.000 GMT+0100,19859.969,19864.970,19719.469,19777.469,4.9383
30.12.2016 23:00:00.000 GMT+0100,19777.469,19777.469,19777.469,19777.469,0
31.12.2016 23:00:00.000 GMT+0100,19777.469,19777.469,19777.469,19777.469,0
01.01.2017 23:00:00.000 GMT+0100,19777.469,19777.469,19777.469,19777.469,0
02.01.2017 23:00:00.000 GMT+0100,19881.970,19936.470,19780.470,19877.970,2.7786999999999997
03.01.2017 23:00:00.000 GMT+0100,19881.470,19951.470,19871.469,19935.469,3.5487
04.01.2017 23:00:00.000 GMT+0100,19907.470,19943.970,19805.469,19896.969,1.3770999999999998
05.01.2017 23:00:00.000 GMT+0100,19889.365,19995.470,19830.969,19965.470,7.554799999999999
06.01.2017 23:00:00.000 GMT+0100,19965.470,19965.470,19965.470,19965.470,0
07.01.2017 23:00:00.000 GMT+0100,19965.470,19965.470,19965.470,19965.470,0
08.01.2017 23:00:00.000 GMT+0100,19990.970,19992.970,19889.469,19897.470,7.5832
09.01.2017 23:00:00.000 GMT+0100,19881.970,19957.970,19838.469,19863.970,7.1386
10.01.2017 23:00:00.000 GMT+0100,19861.470,19977.470,19830.969,19950.469,5.969899999999999
11.01.2017 23:00:00.000 GMT+0100,19902.970,19918.660,19763.469,19887.469,5.4404
12.01.2017 23:00:00.000 GMT+0100,19894.469,19949.969,19845.969,19883.969,1.5601999999999998
13.01.2017 23:00:00.000 GMT+0100,19883.969,19883.969,19883.969,19883.969,0
14.01.2017 23:00:00.000 GMT+0100,19883.969,19883.969,19883.969,19883.969,0
15.01.2017 23:00:00.000 GMT+0100,19856.970,19882.470,19845.969,19858.469,2.249
16.01.2017 23:00:00.000 GMT+0100,19849.490,19883.970,19773.970,19826.469,8.0837
17.01.2017 23:00:00.000 GMT+0100,19845.969,19853.232,19734.970,19803.470,5.8699
18.01.2017 23:00:00.000 GMT+0100,19801.970,19824.360,19677.370,19737.469,6.0479
19.01.2017 23:00:00.000 GMT+0100,19744.469,19845.969,19735.623,19820.969,9.020499999999998
20.01.2017 23:00:00.000 GMT+0100,19820.969,19820.969,19820.969,19820.969,0
21.01.2017 23:00:00.000 GMT+0100,19820.969,19820.969,19820.969,19820.969,0
22.01.2017 23:00:00.000 GMT+0100,19776.490,19837.492,19733.068,19802.470,9.602
23.01.2017 23:00:00.000 GMT+0100,19800.469,19946.370,19788.969,19910.970,12.659400000000002
24.01.2017 23:00:00.000 GMT+0100,19937.469,20082.470,19935.469,20069.970,10.485999999999999
25.01.2017 23:00:00.000 GMT+0100,20128.469,20128.470,20067.470,20098.469,8.5774
26.01.2017 23:00:00.000 GMT+0100,20116.970,20137.970,20072.470,20089.469,10.8919
27.01.2017 23:00:00.000 GMT+0100,20089.469,20089.469,20089.469,20089.469,0
28.01.2017 23:00:00.000 GMT+0100,20089.469,20089.469,20089.469,20089.469,0
29.01.2017 23:00:00.000 GMT+0100,20042.311,20060.797,19868.775,19958.469,6.1872
30.01.2017 23:00:00.000 GMT+0100,19908.969,19946.470,19781.470,19862.969,11.567400000000001
31.01.2017 23:00:00.000 GMT+0100,19913.470,19962.470,19841.470,19883.970,14.5835
01.02.2017 23:00:00.000 GMT+0100,19825.969,19919.469,19812.475,19883.969,5.6508
02.02.2017 23:00:00.000 GMT+0100,19877.970,20075.970,19877.970,20057.969,10.4484
03.02.2017 23:00:00.000 GMT+0100,20057.969,20057.969,20057.969,20057.969,0
04.02.2017 23:00:00.000 GMT+0100,20057.969,20057.969,20057.969,20057.969,0
05.02.2017 23:00:00.000 GMT+0100,20063.970,20090.970,20002.969,20055.470,3.0634
06.02.2017 23:00:00.000 GMT+0100,20044.970,20157.969,20040.969,20086.470,9.1614
07.02.2017 23:00:00.000 GMT+0100,20093.469,20099.970,20013.969,20046.969,7.3845
08.02.2017 23:00:00.000 GMT+0100,20044.969,20202.469,20035.469,20166.969,1.7695999999999998
09.02.2017 23:00:00.000 GMT+0100,20231.970,20296.469,20196.970,20272.470,13.6488
10.02.2017 23:00:00.000 GMT+0100,20272.470,20272.470,20272.470,20272.470,0
11.02.2017 23:00:00.000 GMT+0100,20272.470,20272.470,20272.470,20272.470,0
12.02.2017 23:00:00.000 GMT+0100,20288.970,20439.970,20285.969,20411.470,10.561000000000002
13.02.2017 23:00:00.000 GMT+0100,20399.470,20502.470,20381.031,20499.970,6.7538
14.02.2017 23:00:00.000 GMT+0100,20531.883,20616.470,20497.470,20610.470,10.703000000000001
15.02.2017 23:00:00.000 GMT+0100,20629.469,20641.970,20556.969,20620.470,9.080099999999998
16.02.2017 23:00:00.000 GMT+0100,20594.970,20617.270,20526.223,20616.520,10.2189
17.02.2017 23:00:00.000 GMT+0100,20616.520,20616.520,20616.520,20616.520,0
18.02.2017 23:00:00.000 GMT+0100,20616.520,20616.520,20616.520,20616.520,0
19.02.2017 23:00:00.000 GMT+0100,20655.281,20689.326,20630.969,20661.305,2.336
20.02.2017 23:00:00.000 GMT+0100,20631.797,20751.938,20620.814,20723.969,6.6156999999999995
21.02.2017 23:00:00.000 GMT+0100,20730.734,20776.354,20687.176,20767.469,13.4431
22.02.2017 23:00:00.000 GMT+0100,20771.970,20837.570,20744.469,20805.469,2.3752
23.02.2017 23:00:00.000 GMT+0100,20790.970,20816.818,20713.469,20812.970,6.296500000000001
24.02.2017 23:00:00.000 GMT+0100,20812.970,20812.970,20812.970,20812.970,0
25.02.2017 23:00:00.000 GMT+0100,20812.970,20812.970,20812.970,20812.970,0
26.02.2017 23:00:00.000 GMT+0100,20823.838,20842.969,20768.470,20828.469,9.2032
27.02.2017 23:00:00.000 GMT+0100,20816.470,20836.470,20774.969,20812.470,1.4629999999999996
28.02.2017 23:00:00.000 GMT+0100,20841.470,21171.525,20836.470,21108.969,11.0797
01.03.2017 23:00:00.000 GMT+0100,21125.969,21138.970,20993.470,20995.469,9.160199999999998
02.03.2017 23:00:00.000 GMT+0100,20959.469,21045.568,20950.568,20993.969,7.9224
03.03.2017 23:00:00.000 GMT+0100,20993.969,20993.969,20993.969,20993.969,0
04.03.2017 23:00:00.000 GMT+0100,20993.969,20993.969,20993.969,20993.969,0
05.03.2017 23:00:00.000 GMT+0100,20950.781,20985.572,20908.969,20955.469,8.3617
06.03.2017 23:00:00.000 GMT+0100,20965.270,20969.082,20898.969,20920.969,6.8741
07.03.2017 23:00:00.000 GMT+0100,20883.690,20950.943,20833.469,20853.470,7.507
08.03.2017 23:00:00.000 GMT+0100,20858.970,20899.182,20775.924,20856.469,11.88
09.03.2017 23:00:00.000 GMT+0100,20911.621,20976.936,20824.470,20897.470,9.878300000000001
10.03.2017 23:00:00.000 GMT+0100,20897.470,20897.470,20897.470,20897.470,0
11.03.2017 23:00:00.000 GMT+0100,20897.470,20897.470,20897.470,20897.470,0
12.03.2017 22:00:00.000 GMT+0100,20899.969,20923.070,20848.969,20876.123,7.2646000000000015
13.03.2017 22:00:00.000 GMT+0100,20875.469,20875.469,20782.970,20836.785,7.2822
14.03.2017 22:00:00.000 GMT+0100,20872.969,20972.100,20854.389,20940.469,8.194700000000001
15.03.2017 22:00:00.000 GMT+0100,20970.469,21024.701,20890.969,20927.969,4.801000000000001
16.03.2017 22:00:00.000 GMT+0100,20915.068,20975.670,20904.969,20913.170,6.817700000000001
17.03.2017 22:00:00.000 GMT+0100,20913.170,20913.170,20913.170,20913.170,0
18.03.2017 22:00:00.000 GMT+0100,20913.170,20913.170,20913.170,20913.170,0
19.03.2017 22:00:00.000 GMT+0100,20892.470,20951.270,20880.470,20905.470,12.4521
20.03.2017 22:00:00.000 GMT+0100,20938.470,20968.370,20653.969,20666.969,13.859399999999999
21.03.2017 22:00:00.000 GMT+0100,20619.470,20685.970,20578.470,20661.470,12.2919
22.03.2017 22:00:00.000 GMT+0100,20674.969,20755.470,20613.970,20653.469,9.680799999999998
23.03.2017 22:00:00.000 GMT+0100,20704.568,20717.934,20529.670,20607.969,8.1867
24.03.2017 22:00:00.000 GMT+0100,20607.969,20607.969,20607.969,20607.969,0
25.03.2017 22:00:00.000 GMT+0100,20607.969,20607.969,20607.969,20607.969,0
26.03.2017 23:00:00.000 GMT+0200,20510.469,20576.870,20408.970,20547.970,6.751900000000001
27.03.2017 23:00:00.000 GMT+0200,20585.970,20733.270,20512.470,20699.969,4.8761
28.03.2017 23:00:00.000 GMT+0200,20700.470,20718.970,20619.969,20652.969,2.6994000000000002
29.03.2017 23:00:00.000 GMT+0200,20671.969,20752.570,20629.969,20721.470,2.7876
30.03.2017 23:00:00.000 GMT+0200,20682.270,20718.470,20655.969,20657.969,2.6623
31.03.2017 23:00:00.000 GMT+0200,20657.969,20657.969,20657.969,20657.969,0
01.04.2017 23:00:00.000 GMT+0200,20657.969,20657.969,20657.969,20657.969,0
02.04.2017 23:00:00.000 GMT+0200,20678.969,20708.970,20515.970,20648.969,29.6785
03.04.2017 23:00:00.000 GMT+0200,20609.469,20698.670,20570.068,20685.670,390.23179999999996
04.04.2017 23:00:00.000 GMT+0200,20690.770,20888.670,20636.969,20647.470,96.72629999999998
05.04.2017 23:00:00.000 GMT+0200,20593.969,20746.670,20581.969,20662.469,366.36690000000004
06.04.2017 23:00:00.000 GMT+0200,20604.469,20726.670,20590.068,20658.670,518.7974
07.04.2017 23:00:00.000 GMT+0200,20658.670,20658.670,20658.670,20658.670,0
08.04.2017 23:00:00.000 GMT+0200,20658.670,20658.670,20658.670,20658.670,0
09.04.2017 23:00:00.000 GMT+0200,20686.470,20748.670,20610.170,20652.170,388.34259999999995
10.04.2017 23:00:00.000 GMT+0200,20637.969,20663.068,20505.670,20646.670,531.5562000000001
11.04.2017 23:00:00.000 GMT+0200,20640.469,20701.068,20552.670,20585.670,501.0199
12.04.2017 23:00:00.000 GMT+0200,20589.969,20610.670,20454.670,20457.670,503.4045
13.04.2017 23:00:00.000 GMT+0200,20457.670,20457.670,20457.670,20457.670,0
14.04.2017 23:00:00.000 GMT+0200,20457.670,20457.670,20457.670,20457.670,0
15.04.2017 23:00:00.000 GMT+0200,20457.670,20457.670,20457.670,20457.670,0
16.04.2017 23:00:00.000 GMT+0200,20456.969,20642.670,20449.070,20635.670,240.979
17.04.2017 23:00:00.000 GMT+0200,20633.470,20643.470,20457.469,20518.970,116.48940000000003
18.04.2017 23:00:00.000 GMT+0200,20497.969,20545.970,20370.670,20393.469,30.3971
19.04.2017 23:00:00.000 GMT+0200,20400.470,20628.670,20395.500,20575.969,208.12380000000002
20.04.2017 23:00:00.000 GMT+0200,20604.970,20615.470,20504.970,20553.970,221.8529
21.04.2017 23:00:00.000 GMT+0200,20553.970,20553.970,20553.970,20553.970,0
22.04.2017 23:00:00.000 GMT+0200,20553.970,20553.970,20553.970,20553.970,0
23.04.2017 23:00:00.000 GMT+0200,20725.969,20793.670,20724.969,20767.470,181.70059999999995
24.04.2017 23:00:00.000 GMT+0200,20804.969,21027.470,20794.568,20997.970,11.551
25.04.2017 23:00:00.000 GMT+0200,21016.570,21071.469,20972.469,20982.670,75.84589999999999
26.04.2017 23:00:00.000 GMT+0200,20988.970,21007.970,20931.570,20979.470,222.1109
27.04.2017 23:00:00.000 GMT+0200,20951.970,20991.070,20920.969,20939.670,215.36120000000003
28.04.2017 23:00:00.000 GMT+0200,20939.670,20939.670,20939.670,20939.670,0
29.04.2017 23:00:00.000 GMT+0200,20939.670,20939.670,20939.670,20939.670,0
