Gmt time,Open,High,Low,Close,Volume
04.03.2012 22:00:00.000,1.31895,1.32386,1.31597,1.32162,233362.76870000002
05.03.2012 22:00:00.000,1.32163,1.32256,1.31032,1.31116,248955.63120000003
06.03.2012 22:00:00.000,1.31117,1.31638,1.30959,1.31491,220286.2181
07.03.2012 22:00:00.000,1.31487,1.32910,1.31350,1.32741,218783.0499
08.03.2012 22:00:00.000,1.32740,1.32772,1.30974,1.31227,210525.36079999997
09.03.2012 22:00:00.000,1.31227,1.31227,1.31227,1.31227,0
10.03.2012 22:00:00.000,1.31227,1.31227,1.31227,1.31227,0
11.03.2012 21:00:00.000,1.30991,1.31583,1.30788,1.31549,206711.66850000003
12.03.2012 21:00:00.000,1.31543,1.31902,1.30518,1.30837,228310.331
13.03.2012 21:00:00.000,1.30837,1.30900,1.30108,1.30318,218076.15899999993
14.03.2012 21:00:00.000,1.30316,1.31176,1.30035,1.30795,218307.67070000002
15.03.2012 21:00:00.000,1.30796,1.31869,1.30486,1.31732,194290.51990000004
16.03.2012 21:00:00.000,1.31732,1.31732,1.31732,1.31732,0
17.03.2012 21:00:00.000,1.31732,1.31732,1.31732,1.31732,0
18.03.2012 21:00:00.000,1.31743,1.32628,1.31417,1.32375,176572.01950000002
19.03.2012 21:00:00.000,1.32375,1.32516,1.31720,1.32252,192907.1717
20.03.2012 21:00:00.000,1.32252,1.32844,1.31788,1.32151,199720.60090000002
21.03.2012 21:00:00.000,1.32151,1.32544,1.31350,1.31999,221609.0712
22.03.2012 21:00:00.000,1.31999,1.32919,1.31907,1.32684,205789.96700000003
23.03.2012 21:00:00.000,1.32684,1.32684,1.32684,1.32684,0
24.03.2012 21:00:00.000,1.32684,1.32684,1.32684,1.32684,0
25.03.2012 21:00:00.000,1.32690,1.33674,1.31920,1.33569,211001.91809999995
26.03.2012 21:00:00.000,1.33581,1.33846,1.33121,1.33149,198310.4102
27.03.2012 21:00:00.000,1.33149,1.33727,1.32772,1.33162,213875.03139999998
28.03.2012 21:00:00.000,1.33160,1.33449,1.32524,1.33014,206218.60030000002
29.03.2012 21:00:00.000,1.33011,1.33748,1.32937,1.33405,201263.91170000003
30.03.2012 21:00:00.000,1.33405,1.33405,1.33405,1.33405,0
31.03.2012 21:00:00.000,1.33405,1.33405,1.33376,1.33376,0
01.04.2012 21:00:00.000,1.33584,1.33803,1.32777,1.33197,196663.55099999995
02.04.2012 21:00:00.000,1.33194,1.33671,1.32131,1.32325,213256.35869999995
03.04.2012 21:00:00.000,1.32325,1.32384,1.31073,1.31414,221674.75049999997
04.04.2012 21:00:00.000,1.31414,1.31642,1.30353,1.30647,185441.2611
05.04.2012 21:00:00.000,1.30646,1.31098,1.30503,1.30964,77262.27909999999
06.04.2012 21:00:00.000,1.30964,1.30964,1.30964,1.30964,0
07.04.2012 21:00:00.000,1.30964,1.30964,1.30964,1.30964,0
08.04.2012 21:00:00.000,1.30985,1.31334,1.30337,1.31051,109564.90080000002
09.04.2012 21:00:00.000,1.31048,1.31440,1.30538,1.30809,235285.6098
10.04.2012 21:00:00.000,1.30808,1.31562,1.30660,1.31086,212133.59079999998
11.04.2012 21:00:00.000,1.31086,1.32123,1.31020,1.31867,210136.04839999997
12.04.2012 21:00:00.000,1.31867,1.32011,1.30692,1.30755,206738.7488
13.04.2012 21:00:00.000,1.30755,1.30755,1.30755,1.30755,0
14.04.2012 21:00:00.000,1.30755,1.30755,1.30755,1.30755,0
15.04.2012 21:00:00.000,1.30632,1.31465,1.29958,1.31412,240528.15089999992
16.04.2012 21:00:00.000,1.31412,1.31692,1.30902,1.31259,209330.6694
17.04.2012 21:00:00.000,1.31261,1.31403,1.30572,1.31223,225396.27130000002
18.04.2012 21:00:00.000,1.31226,1.31608,1.30699,1.31367,235238.682
19.04.2012 21:00:00.000,1.31367,1.32263,1.31285,1.32159,218031.9093
20.04.2012 21:00:00.000,1.32159,1.32159,1.32159,1.32159,0
21.04.2012 21:00:00.000,1.32159,1.32159,1.32159,1.32159,0
22.04.2012 21:00:00.000,1.31817,1.32101,1.31045,1.31559,209952.03970000005
23.04.2012 21:00:00.000,1.31559,1.32173,1.31447,1.31958,211164.0406
24.04.2012 21:00:00.000,1.31958,1.32359,1.31736,1.32162,209504.82860000004
25.04.2012 21:00:00.000,1.32161,1.32625,1.31985,1.32209,187522.24850000002
26.04.2012 21:00:00.000,1.32208,1.32698,1.31570,1.32535,232818.06270000004
27.04.2012 21:00:00.000,1.32535,1.32535,1.32535,1.32535,0
28.04.2012 21:00:00.000,1.32535,1.32535,1.32535,1.32535,0
29.04.2012 21:00:00.000,1.32333,1.32663,1.32078,1.32384,190876.90979999996
30.04.2012 21:00:00.000,1.32383,1.32828,1.32039,1.32362,144712.78040000002
01.05.2012 21:00:00.000,1.32362,1.32412,1.31248,1.31578,203250.53089999998
02.05.2012 21:00:00.000,1.31576,1.31791,1.30990,1.31499,187967.78209999998
03.05.2012 21:00:00.000,1.31499,1.31780,1.30799,1.30824,187643.1507
04.05.2012 21:00:00.000,1.30824,1.30824,1.30824,1.30824,0
05.05.2012 21:00:00.000,1.30824,1.30824,1.30824,1.30824,0
06.05.2012 21:00:00.000,1.30091,1.30642,1.29550,1.30500,224173.72010000004
07.05.2012 21:00:00.000,1.30499,1.30652,1.29823,1.30049,233349.96990000003
08.05.2012 21:00:00.000,1.30048,1.30070,1.29107,1.29279,264252.2426
09.05.2012 21:00:00.000,1.29279,1.29785,1.29236,1.29351,232205.01960000003
10.05.2012 21:00:00.000,1.29349,1.29572,1.29045,1.29153,228106.1608
11.05.2012 21:00:00.000,1.29153,1.29153,1.29153,1.29153,0
12.05.2012 21:00:00.000,1.29153,1.29153,1.29153,1.29153,0
13.05.2012 21:00:00.000,1.28976,1.29042,1.28210,1.28228,226784.12090000004
14.05.2012 21:00:00.000,1.28229,1.28686,1.27216,1.27285,246901.84100000004
15.05.2012 21:00:00.000,1.27284,1.27585,1.26811,1.27153,280879.9807000001
16.05.2012 21:00:00.000,1.27158,1.27489,1.26664,1.26972,260902.429
17.05.2012 21:00:00.000,1.26974,1.27936,1.26415,1.27826,267061.25979999994
18.05.2012 21:00:00.000,1.27826,1.27826,1.27826,1.27826,0
19.05.2012 21:00:00.000,1.27826,1.27826,1.27826,1.27826,0
20.05.2012 21:00:00.000,1.27605,1.28236,1.27250,1.28169,244168.13910000003
21.05.2012 21:00:00.000,1.28168,1.28190,1.26578,1.26830,256598.8804
22.05.2012 21:00:00.000,1.26830,1.26877,1.25448,1.25816,295589.05779999995
23.05.2012 21:00:00.000,1.25817,1.26188,1.25154,1.25317,287631.45930000005
24.05.2012 21:00:00.000,1.25315,1.26017,1.24984,1.25151,249496.71000000002
25.05.2012 21:00:00.000,1.25151,1.25151,1.25151,1.25151,0
26.05.2012 21:00:00.000,1.25151,1.25151,1.25151,1.25151,0
27.05.2012 21:00:00.000,1.25726,1.26240,1.25245,1.25403,176882.149
28.05.2012 21:00:00.000,1.25401,1.25741,1.24606,1.25016,259715.3375
29.05.2012 21:00:00.000,1.25011,1.25050,1.23613,1.23659,273155.5677
30.05.2012 21:00:00.000,1.23658,1.24281,1.23363,1.23648,272293.5186
31.05.2012 21:00:00.000,1.23648,1.24481,1.22913,1.24328,285624.6829
01.06.2012 21:00:00.000,1.24328,1.24328,1.24328,1.24328,0
02.06.2012 21:00:00.000,1.24328,1.24328,1.24328,1.24328,0
03.06.2012 21:00:00.000,1.24128,1.25079,1.23856,1.24993,227475.35700000005
04.06.2012 21:00:00.000,1.24992,1.25417,1.24098,1.24517,251149.26100000003
05.06.2012 21:00:00.000,1.24518,1.25851,1.24405,1.25811,270668.3348
06.06.2012 21:00:00.000,1.25811,1.26249,1.25398,1.25599,262609.9978
07.06.2012 21:00:00.000,1.25599,1.25742,1.24353,1.25159,247597.96009999997
08.06.2012 21:00:00.000,1.25159,1.25159,1.25159,1.25159,0
09.06.2012 21:00:00.000,1.25159,1.25159,1.25159,1.25159,0
10.06.2012 21:00:00.000,1.26385,1.26676,1.24800,1.24825,264230.37989999994
11.06.2012 21:00:00.000,1.24822,1.25287,1.24425,1.25030,276888.0486999999
12.06.2012 21:00:00.000,1.25026,1.26098,1.24735,1.25566,267773.9133
13.06.2012 21:00:00.000,1.25562,1.26362,1.25415,1.26316,257548.8891
14.06.2012 21:00:00.000,1.26318,1.26642,1.25920,1.26381,224654.86019999994
15.06.2012 21:00:00.000,1.26381,1.26381,1.26381,1.26381,0
16.06.2012 21:00:00.000,1.26381,1.26381,1.26381,1.26381,0
17.06.2012 21:00:00.000,1.26918,1.27474,1.25592,1.25760,274321.602
18.06.2012 21:00:00.000,1.25760,1.27302,1.25687,1.26846,257978.7396
19.06.2012 21:00:00.000,1.26844,1.27408,1.26383,1.27068,255868.63760000002
20.06.2012 21:00:00.000,1.27059,1.27071,1.25313,1.25396,265327.77070000005
21.06.2012 21:00:00.000,1.25397,1.25830,1.25188,1.25669,222259.38059999997
22.06.2012 21:00:00.000,1.25669,1.25669,1.25669,1.25669,0
23.06.2012 21:00:00.000,1.25669,1.25669,1.25669,1.25669,0
24.06.2012 21:00:00.000,1.25432,1.25577,1.24709,1.25030,205845.51809999996
25.06.2012 21:00:00.000,1.25030,1.25300,1.24416,1.24920,238743.64790000004
26.06.2012 21:00:00.000,1.24923,1.25079,1.24450,1.24688,204241.56959999996
27.06.2012 21:00:00.000,1.24676,1.25239,1.24071,1.24430,251080.4516
28.06.2012 21:00:00.000,1.24430,1.26924,1.24323,1.26627,291968.8221999999
29.06.2012 21:00:00.000,1.26627,1.26627,1.26627,1.26627,0
30.06.2012 21:00:00.000,1.26627,1.26627,1.26627,1.26627,0
01.07.2012 21:00:00.000,1.26750,1.26777,1.25679,1.25748,223118.9899
02.07.2012 21:00:00.000,1.25750,1.26269,1.25586,1.26067,195499.0685
03.07.2012 21:00:00.000,1.26067,1.26073,1.25082,1.25261,151329.1598
04.07.2012 21:00:00.000,1.25264,1.25381,1.23638,1.23904,234926.64100000003
05.07.2012 21:00:00.000,1.23905,1.24008,1.22596,1.22850,224123.3002
06.07.2012 21:00:00.000,1.22850,1.22850,1.22850,1.22850,0
07.07.2012 21:00:00.000,1.22850,1.22850,1.22850,1.22850,0
08.07.2012 21:00:00.000,1.22584,1.23227,1.22558,1.23119,206298.7385
09.07.2012 21:00:00.000,1.23114,1.23336,1.22350,1.22491,225927.35039999997
10.07.2012 21:00:00.000,1.22490,1.22963,1.22120,1.22379,219403.6383
11.07.2012 21:00:00.000,1.22379,1.22479,1.21670,1.22025,234654.2881
12.07.2012 21:00:00.000,1.22024,1.22546,1.21620,1.22483,216421.95930000002
13.07.2012 21:00:00.000,1.22483,1.22483,1.22483,1.22483,0
14.07.2012 21:00:00.000,1.22483,1.22483,1.22483,1.22483,0
15.07.2012 21:00:00.000,1.22646,1.22894,1.21755,1.22719,191785.3091
16.07.2012 21:00:00.000,1.22713,1.23149,1.21885,1.22936,228052.83960000004
17.07.2012 21:00:00.000,1.22936,1.23062,1.22165,1.22829,230472.37949999998
18.07.2012 21:00:00.000,1.22829,1.23209,1.22288,1.22800,233014.74779999995
19.07.2012 21:00:00.000,1.22791,1.22825,1.21443,1.21563,217677.79379999998
20.07.2012 21:00:00.000,1.21563,1.21563,1.21563,1.21563,0
21.07.2012 21:00:00.000,1.21563,1.21563,1.21563,1.21563,0
22.07.2012 21:00:00.000,1.21143,1.21442,1.20684,1.21158,253056.24979999993
23.07.2012 21:00:00.000,1.21159,1.21372,1.20419,1.20590,245787.8193
24.07.2012 21:00:00.000,1.20584,1.21674,1.20531,1.21574,253055.85760000002
25.07.2012 21:00:00.000,1.21569,1.23284,1.21172,1.22817,249781.55949999997
26.07.2012 21:00:00.000,1.22818,1.23899,1.22416,1.23182,269110.81059999997
27.07.2012 21:00:00.000,1.23182,1.23182,1.23182,1.23182,0
28.07.2012 21:00:00.000,1.23182,1.23182,1.23182,1.23182,0
29.07.2012 21:00:00.000,1.22946,1.23102,1.22246,1.22600,205976.90019999995
30.07.2012 21:00:00.000,1.22600,1.23291,1.22480,1.23024,198754.71979999996
31.07.2012 21:00:00.000,1.23033,1.23362,1.22180,1.22242,159963.66
01.08.2012 21:00:00.000,1.22243,1.23888,1.21339,1.21794,227257.2989
02.08.2012 21:00:00.000,1.21794,1.23919,1.21664,1.23852,224536.94259999995
03.08.2012 21:00:00.000,1.23852,1.23852,1.23852,1.23852,0
04.08.2012 21:00:00.000,1.23852,1.23852,1.23852,1.23852,0
05.08.2012 21:00:00.000,1.23925,1.24429,1.23413,1.23993,196003.43040000004
06.08.2012 21:00:00.000,1.23997,1.24417,1.23757,1.23980,187869.81069999997
07.08.2012 21:00:00.000,1.23980,1.24020,1.23267,1.23646,187339.66100000008
08.08.2012 21:00:00.000,1.23642,1.23866,1.22668,1.23053,189553.9098
09.08.2012 21:00:00.000,1.23053,1.23162,1.22412,1.22894,176227.4793
10.08.2012 21:00:00.000,1.22894,1.22894,1.22894,1.22894,0
11.08.2012 21:00:00.000,1.22894,1.22894,1.22894,1.22894,0
12.08.2012 21:00:00.000,1.22894,1.23732,1.22600,1.23313,164324.93120000002
13.08.2012 21:00:00.000,1.23312,1.23851,1.23165,1.23210,170294.34920000003
14.08.2012 21:00:00.000,1.23210,1.23432,1.22635,1.22895,140416.49019999997
15.08.2012 21:00:00.000,1.22896,1.23720,1.22560,1.23550,163780.8911
16.08.2012 21:00:00.000,1.23548,1.23818,1.22894,1.23308,154463.1909
17.08.2012 21:00:00.000,1.23308,1.23308,1.23308,1.23308,0
18.08.2012 21:00:00.000,1.23308,1.23308,1.23308,1.23308,0
19.08.2012 21:00:00.000,1.23480,1.23685,1.22948,1.23453,153175.18600000002
20.08.2012 21:00:00.000,1.23450,1.24872,1.23417,1.24718,188959.29910000003
21.08.2012 21:00:00.000,1.24710,1.25379,1.24310,1.25285,181630.54900000003
22.08.2012 21:00:00.000,1.25286,1.25885,1.25233,1.25629,195659.04110000003
23.08.2012 21:00:00.000,1.25624,1.25678,1.24843,1.25107,169268.77089999997
24.08.2012 21:00:00.000,1.25107,1.25107,1.25107,1.25107,0
25.08.2012 21:00:00.000,1.25107,1.25107,1.25107,1.25107,0
26.08.2012 21:00:00.000,1.25096,1.25351,1.24898,1.24985,116628.3889
27.08.2012 21:00:00.000,1.24985,1.25759,1.24650,1.25642,168121.73949999997
28.08.2012 21:00:00.000,1.25642,1.25729,1.25183,1.25298,153641.1306
29.08.2012 21:00:00.000,1.25296,1.25635,1.24880,1.25060,155437.77969999993
30.08.2012 21:00:00.000,1.25058,1.26372,1.24933,1.25738,194412.51
31.08.2012 21:00:00.000,1.25738,1.25758,1.25738,1.25758,0
01.09.2012 21:00:00.000,1.25758,1.25758,1.25758,1.25758,0
02.09.2012 21:00:00.000,1.25666,1.26091,1.25599,1.25919,118222.24
03.09.2012 21:00:00.000,1.25919,1.26275,1.25553,1.25651,164519.99959999998
04.09.2012 21:00:00.000,1.25651,1.26240,1.25015,1.25996,192660.24990000002
05.09.2012 21:00:00.000,1.25994,1.26469,1.25611,1.26301,198613.99879999997
06.09.2012 21:00:00.000,1.26302,1.28171,1.26263,1.28152,186653.7532
07.09.2012 21:00:00.000,1.28152,1.28152,1.28152,1.28152,0
08.09.2012 21:00:00.000,1.28152,1.28152,1.28152,1.28152,0
09.09.2012 21:00:00.000,1.28067,1.28107,1.27553,1.27575,157832.30860000005
10.09.2012 21:00:00.000,1.27576,1.28707,1.27546,1.28543,181705.2811
11.09.2012 21:00:00.000,1.28544,1.29361,1.28399,1.28989,197555.11110000004
12.09.2012 21:00:00.000,1.28990,1.30014,1.28742,1.29884,187088.8107
13.09.2012 21:00:00.000,1.29882,1.31670,1.29797,1.31299,210794.331
14.09.2012 21:00:00.000,1.31299,1.31299,1.31299,1.31299,0
15.09.2012 21:00:00.000,1.31299,1.31299,1.31299,1.31299,0
16.09.2012 21:00:00.000,1.31175,1.31694,1.30834,1.31167,174458.6706
17.09.2012 21:00:00.000,1.31164,1.31194,1.30290,1.30474,180862.77109999998
18.09.2012 21:00:00.000,1.30467,1.30846,1.29930,1.30482,180289.1423
19.09.2012 21:00:00.000,1.30480,1.30587,1.29210,1.29683,193427.05060000002
20.09.2012 21:00:00.000,1.29685,1.30476,1.29550,1.29792,190536.37879999998
21.09.2012 21:00:00.000,1.29792,1.29792,1.29792,1.29792,0
22.09.2012 21:00:00.000,1.29792,1.29792,1.29792,1.29792,0
23.09.2012 21:00:00.000,1.29749,1.29878,1.28904,1.29301,142982.43939999997
24.09.2012 21:00:00.000,1.29300,1.29706,1.28871,1.28995,162971.7506
25.09.2012 21:00:00.000,1.28992,1.29126,1.28350,1.28728,151684.7297
26.09.2012 21:00:00.000,1.28728,1.29282,1.28307,1.29132,162221.0405
27.09.2012 21:00:00.000,1.29130,1.29596,1.28387,1.28591,193873.18110000002
28.09.2012 21:00:00.000,1.28591,1.28591,1.28591,1.28591,0
29.09.2012 21:00:00.000,1.28591,1.28591,1.28591,1.28591,0
30.09.2012 21:00:00.000,1.28444,1.29381,1.28038,1.28877,185847.81979999997
01.10.2012 21:00:00.000,1.28877,1.29676,1.28799,1.29191,165811.3203
02.10.2012 21:00:00.000,1.29189,1.29367,1.28772,1.29049,169707.33980000002
03.10.2012 21:00:00.000,1.29050,1.30312,1.29008,1.30174,186845.79179999998
04.10.2012 21:00:00.000,1.30174,1.30714,1.29938,1.30344,170021.76110000003
05.10.2012 21:00:00.000,1.30344,1.30344,1.30344,1.30344,0
06.10.2012 21:00:00.000,1.30344,1.30344,1.30344,1.30344,0
07.10.2012 21:00:00.000,1.30227,1.30256,1.29371,1.29675,135188.6993
08.10.2012 21:00:00.000,1.29675,1.29906,1.28592,1.28850,183446.64899999995
09.10.2012 21:00:00.000,1.28850,1.29127,1.28352,1.28748,174239.63139999998
10.10.2012 21:00:00.000,1.28748,1.29511,1.28258,1.29269,169749.4993
11.10.2012 21:00:00.000,1.29267,1.29906,1.29219,1.29522,157271.8503
12.10.2012 21:00:00.000,1.29522,1.29522,1.29522,1.29522,0
13.10.2012 21:00:00.000,1.29522,1.29522,1.29522,1.29522,0
14.10.2012 21:00:00.000,1.29527,1.29786,1.28905,1.29484,157962.57030000002
15.10.2012 21:00:00.000,1.29482,1.30606,1.29420,1.30531,175361.68070000003
16.10.2012 21:00:00.000,1.30532,1.31386,1.30525,1.31185,183919.33110000004
17.10.2012 21:00:00.000,1.31192,1.31285,1.30550,1.30663,169244.7395
18.10.2012 21:00:00.000,1.30662,1.30767,1.30129,1.30188,145949.4301
19.10.2012 21:00:00.000,1.30188,1.30188,1.30188,1.30188,0
20.10.2012 21:00:00.000,1.30188,1.30188,1.30188,1.30188,0
21.10.2012 21:00:00.000,1.30189,1.30830,1.30152,1.30594,141465.78009999997
22.10.2012 21:00:00.000,1.30592,1.30752,1.29518,1.29863,167607.89169999998
23.10.2012 21:00:00.000,1.29863,1.29966,1.29200,1.29726,167563.0213
24.10.2012 21:00:00.000,1.29727,1.30230,1.29269,1.29333,174399.34939999998
25.10.2012 21:00:00.000,1.29333,1.29559,1.28832,1.29403,176193.4109
26.10.2012 21:00:00.000,1.29403,1.29403,1.29403,1.29403,0
27.10.2012 21:00:00.000,1.29403,1.29403,1.29403,1.29403,0
28.10.2012 21:00:00.000,1.29396,1.29453,1.28850,1.29032,117613.33169999998
29.10.2012 21:00:00.000,1.29034,1.29832,1.28857,1.29594,118728.92920000001
30.10.2012 21:00:00.000,1.29594,1.30202,1.29458,1.29597,164386.00040000002
31.10.2012 21:00:00.000,1.29596,1.29823,1.29241,1.29422,148947.7193
01.11.2012 21:00:00.000,1.29422,1.29506,1.28211,1.28349,178955.4906
02.11.2012 21:00:00.000,1.28349,1.28349,1.28349,1.28349,0
03.11.2012 21:00:00.000,1.28349,1.28349,1.28349,1.28349,0
04.11.2012 22:00:00.000,1.28181,1.28425,1.27674,1.27957,153465.2386
05.11.2012 22:00:00.000,1.27958,1.28262,1.27630,1.28137,161827.8703
06.11.2012 22:00:00.000,1.28137,1.28761,1.27362,1.27708,224968.05949999997
07.11.2012 22:00:00.000,1.27708,1.27801,1.27170,1.27468,190451.5808
08.11.2012 22:00:00.000,1.27463,1.27897,1.26895,1.27109,205719.1291
09.11.2012 22:00:00.000,1.27109,1.27109,1.27109,1.27109,0
10.11.2012 22:00:00.000,1.27109,1.27109,1.27109,1.27109,0
11.11.2012 22:00:00.000,1.27094,1.27388,1.26975,1.27091,127581.33039999999
12.11.2012 22:00:00.000,1.27093,1.27264,1.26612,1.27039,181548.91170000003
13.11.2012 22:00:00.000,1.27038,1.27741,1.27000,1.27348,178509.3506
14.11.2012 22:00:00.000,1.27350,1.28015,1.27170,1.27805,170826.42940000002
15.11.2012 22:00:00.000,1.27804,1.27841,1.26900,1.27428,174611.80029999997
16.11.2012 22:00:00.000,1.27428,1.27428,1.27428,1.27428,0
17.11.2012 22:00:00.000,1.27428,1.27428,1.27428,1.27428,0
18.11.2012 22:00:00.000,1.27464,1.28196,1.27401,1.28129,159005.85889999996
19.11.2012 22:00:00.000,1.28130,1.28283,1.27643,1.28166,159136.14870000002
20.11.2012 22:00:00.000,1.28168,1.28312,1.27360,1.28289,142245.5617
21.11.2012 22:00:00.000,1.28286,1.28984,1.28259,1.28848,112811.54
22.11.2012 22:00:00.000,1.28842,1.29904,1.28681,1.29736,122851.13019999999
23.11.2012 22:00:00.000,1.29736,1.29736,1.29736,1.29736,0
24.11.2012 22:00:00.000,1.29736,1.29736,1.29736,1.29736,0
25.11.2012 22:00:00.000,1.29660,1.29843,1.29440,1.29716,121523.99970000001
26.11.2012 22:00:00.000,1.29716,1.30083,1.29150,1.29422,154004.8494
27.11.2012 22:00:00.000,1.29423,1.29543,1.28800,1.29521,152864.34130000003
28.11.2012 22:00:00.000,1.29520,1.30122,1.29388,1.29787,140944.44059999997
29.11.2012 22:00:00.000,1.29787,1.30274,1.29680,1.29860,154762.0204
30.11.2012 22:00:00.000,1.29860,1.29860,1.29854,1.29854,0
01.12.2012 22:00:00.000,1.29854,1.29854,1.29854,1.29854,0
02.12.2012 22:00:00.000,1.29819,1.30756,1.29819,1.30528,144470.1404
03.12.2012 22:00:00.000,1.30528,1.31079,1.30456,1.30939,140384.2617
04.12.2012 22:00:00.000,1.30939,1.31261,1.30597,1.30673,154196.90940000003
05.12.2012 22:00:00.000,1.30676,1.30863,1.29500,1.29670,155058.4195
06.12.2012 22:00:00.000,1.29668,1.29722,1.28789,1.29253,145250.44120000003
07.12.2012 22:00:00.000,1.29253,1.29253,1.29253,1.29253,0
08.12.2012 22:00:00.000,1.29253,1.29253,1.29253,1.29253,0
09.12.2012 22:00:00.000,1.28887,1.29463,1.28856,1.29403,120850.6798
10.12.2012 22:00:00.000,1.29404,1.30144,1.29286,1.30050,129661.85999999999
11.12.2012 22:00:00.000,1.30047,1.30965,1.29959,1.30737,140531.12030000004
12.12.2012 22:00:00.000,1.30735,1.31000,1.30411,1.30771,145504.38009999995
13.12.2012 22:00:00.000,1.30768,1.31726,1.30663,1.31626,150603.55949999997
14.12.2012 22:00:00.000,1.31626,1.31626,1.31626,1.31626,0
15.12.2012 22:00:00.000,1.31626,1.31626,1.31626,1.31626,0
16.12.2012 22:00:00.000,1.31647,1.31872,1.31439,1.31635,132163.6995
17.12.2012 22:00:00.000,1.31635,1.32376,1.31559,1.32282,127774.3201
18.12.2012 22:00:00.000,1.32282,1.33080,1.32224,1.32269,149977.08960000004
19.12.2012 22:00:00.000,1.32263,1.32946,1.31880,1.32439,157093.7484
20.12.2012 22:00:00.000,1.32438,1.32521,1.31585,1.31867,173972.73090000002
21.12.2012 22:00:00.000,1.31867,1.31867,1.31867,1.31867,0
22.12.2012 22:00:00.000,1.31867,1.31867,1.31867,1.31867,0
23.12.2012 22:00:00.000,1.31719,1.32335,1.31712,1.31861,85364.6805
24.12.2012 22:00:00.000,1.31852,1.32025,1.31704,1.31785,18259.999900000003
25.12.2012 22:00:00.000,1.31771,1.32533,1.31708,1.32240,85853.43070000001
26.12.2012 22:00:00.000,1.32239,1.32834,1.32011,1.32355,124486.6109
