<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.02.13	25413.03	25626.55	25405.55	25503.07	75390	760515	150
2019.02.14	25480.60	25613.63	25300.90	25408.14	99255	998177	150
2019.02.15	25406.67	25905.82	25276.09	25900.24	87864	882147	150
2019.02.18	25909.70	25939.99	25847.35	25904.75	38583	394928	150
2019.02.19	25896.00	25962.25	25789.85	25884.06	68461	691016	150
2019.02.20	25879.53	25987.64	25828.90	25966.25	262034	2624903	120
2019.02.21	25966.63	26087.11	25760.15	25840.90	331940	3321182	120
2019.02.22	25826.75	26051.49	25813.98	26049.45	228851	2294126	120
2019.02.25	26091.25	26242.33	26046.89	26089.90	226300	2263842	120
2019.02.26	26094.26	26156.96	25960.71	26024.90	252816	2530141	120
2019.02.27	26005.51	26058.49	25876.04	26032.90	214686	2158363	120
2019.02.28	26021.88	26025.29	25875.66	25925.75	233240	2344269	120
2019.03.01	25915.32	26141.16	25893.11	26046.45	220443	2206018	120
2019.03.04	26111.90	26174.20	25609.27	25809.25	302893	3029310	120
2019.03.05	25812.03	25894.80	25727.28	25805.90	322872	3231340	120
2019.03.06	25788.00	25840.26	25632.48	25675.90	311480	3115932	120
2019.03.07	25675.75	25714.71	25349.12	25473.25	341011	3421413	120
2019.03.08	25457.17	25528.45	25218.90	25524.45	250487	2506440	120
2019.03.11	25470.90	25708.25	25236.90	25682.75	259819	2598691	120
2019.03.12	25689.75	25779.90	25529.90	25603.25	275912	2760075	120
2019.03.13	25578.75	25788.90	25471.90	25763.90	245274	2453558	120
2019.03.14	25759.75	25796.90	25617.90	25714.90	231475	2316538	120
2019.03.15	25717.25	25930.90	25647.90	25860.45	259232	2594238	120
2019.03.18	25836.90	25945.25	25782.90	25931.25	222488	2225144	120
2019.03.19	25930.75	26115.90	25817.50	25882.25	257915	2579379	120
2019.03.20	25884.25	25940.90	25668.75	25678.90	299994	3000529	120
2019.03.21	25674.25	26008.39	25582.90	25952.51	191270	1913395	120
2019.03.22	25941.13	26003.05	25501.86	25512.80	143321	1434020	120
2019.03.25	25557.63	25623.12	25352.45	25555.95	138944	1389698	150
2019.03.26	25558.21	25796.45	25534.72	25643.75	110265	1103144	150
2019.03.27	25649.25	25758.80	25421.67	25610.63	123936	1240606	150
2019.03.28	25609.68	25741.86	25506.29	25733.48	221985	2221264	150
2019.03.29	25723.08	25953.84	25712.66	25951.85	280222	2807078	150
